Maker,Genmodel,Genmodel_ID,2022,2023,2024,2025,2026
Peugeot,106,69_2,13176.095464026988,13703.018090750718,14251.053980094604,14821.036755298086,15413.836656709798
Peugeot,107,69_3,9895.3304347372,10279.04119328376,10681.73111982506,11103.070159785026,11543.041822793302
Peugeot,108,69_4,9682.28602956,10042.4882842824,10425.225385131696,10828.960699171565,11252.827536182647
Peugeot,2008,69_5,17798.630218,18548.4924166,19316.974006179997,20108.232291468397,20925.567110655975
Peugeot,206,69_6,13575.472959639244,14118.414834011866,14683.097496563278,15270.383644859468,15881.172564557404
Peugeot,207,69_9,20262.355656312742,21163.351116485817,22073.236024889644,23000.511070506305,23951.573436561313
Peugeot,208,69_12,14835.274478799998,15457.432823032,16095.853291509278,16753.773632058852,17433.784923563646
Peugeot,3008,69_13,23954.32670489243,24998.6855781607,26058.96306483793,27143.55263191701,28258.856468333583
Peugeot,306,69_14,23024.240655247755,23944.536774846016,24901.846791211705,25897.590644620468,26933.263257637493
Peugeot,307,69_15,18963.80122305189,19721.318228448883,20509.446427119277,21329.317112876757,22182.134777462725
Peugeot,308,69_18,17630.821685209397,18298.307789796974,19003.8173674143,19745.47414832868,20522.345974614294
Peugeot,4007,69_21,34015.86205908757,35368.55476914675,36777.73771929959,38244.95575964246,39772.02996212777
Peugeot,406,69_22,24795.36273923844,25786.468155535196,26817.430516465654,27889.780281420622,29005.12827368488
Peugeot,407,69_23,25523.090026758175,26542.95712725827,27603.93586194944,28707.575611148008,29855.516255898343
Peugeot,5008,69_25,25801.36350153813,26923.05419215829,28062.72166523567,29229.152245618832,30429.063535085195
Peugeot,508,69_26,26821.088530078152,27959.883057723506,29124.44407054201,30321.73781672038,31557.228517738884
Peugeot,607,69_28,37976.64888491968,39495.89965099408,41075.86500450818,42718.99016192054,44427.81315845979
Peugeot,806,69_38,37198.47065407707,38686.09223944285,40233.313860462455,41842.49096689028,43516.08179197242
Peugeot,807,69_29,33169.67869326027,34501.24912952864,35884.647396686356,37322.37710393741,38816.91285606343
Peugeot,Bipper Tepee,69_30,15630.471292266076,16254.114958259526,16903.17692660187,17578.53216267432,18281.13316048716
Peugeot,Expert Combi,69_40,29767.981999999996,30969.475399999996,32215.796299999995,33509.70747079999,34853.791292792
Peugeot,Expert Tepee,69_32,28382.984093440733,29502.130695736436,30670.894990556542,31889.806137072264,33159.85112538058
Peugeot,Partner Combi,69_39,15712.047591758514,16338.324052175376,16990.31320398496,17668.845064950154,18374.842400512214
Peugeot,Partner Tepee,69_35,17659.964078724246,18399.006556815773,19157.817559548195,19940.125780251976,20748.927674287355
Peugeot,RCZ,69_36,25863.74767195712,26848.990043392143,27888.434370317544,28979.81105276305,30122.09101021653
Peugeot,Traveller,69_37,32052.95665055999,33229.9975525824,34485.64329988569,35813.58112352112,37210.082832609965
Peugeot,iOn,69_33,22831.67605451677,23442.688835678546,24168.818406392453,24987.466554748888,25883.292005409363
Porsche,718 Boxster,71_2,48426.079799664,50234.74104145056,52154.26331796858,54177.52669508933,56300.592753974306
Porsche,718 Cayman,71_3,46391.466722576006,48131.25457207904,49975.395181382206,51917.6342871315,53954.59596756256
Porsche,911,71_4,79570.33103928422,81984.26627469895,84725.42232137726,87737.6889912156,90983.4713947525
Porsche,Boxster,71_6,46109.807042331566,47891.579828866656,49763.4093754106,51723.262197799515,53770.71419887224
Porsche,Cayenne,71_8,59869.94688852577,62335.95672681283,64879.24336980757,67509.30696634544,70234.10494822115
Porsche,Cayman,71_9,44800.016047100515,46427.68316902443,48169.75703181334,50016.02388830542,51960.29844649132
Porsche,Macan,71_10,49461.85648672,51382.08494481279,53396.59628164211,55503.91969023355,57704.09816797092
Porsche,Panamera,71_11,73486.1339308263,76222.78338172496,79129.7375825599,82195.55709175846,85413.8203795561
Proton,GEN-2,72_1,12202.377446335884,12686.644259063463,13191.430229837906,13717.211579319755,14264.586940694378
Proton,Impian,72_2,17180.428849393964,17865.50652625487,18578.62915332467,19320.72597567138,20092.82117404784
Proton,Persona,72_4,22930.893048731676,23848.01334025216,24801.853072562106,25793.870634554485,26825.585867299593
Proton,Satria Neo,72_5,11263.671098690293,11706.264463885384,12168.947607314038,12651.808307017864,13155.152596086467
Proton,Savvy,72_6,10230.680423491276,10636.349755289708,11059.313225902442,11499.942391219342,11958.719732264675
Proton,Wira,72_7,15730.641601967563,16360.212466931234,17014.862606227958,17695.62625891071,18403.569713170684
Renault,Captur,75_1,15773.787218,16273.9559486,16833.36625586,17442.617354615602,18095.463562765064
Renault,Clio,75_2,12678.500944802572,13167.1617180018,13680.91270150686,14219.094369916626,14781.519756957936
Renault,Espace,75_3,33903.112975586075,35275.775324188864,36698.38281786196,38174.42166707032,39707.07100929885
Renault,Grand Espace,75_5,36135.483160790915,37577.37240086349,39077.996236446685,40639.38634358861,42263.750977710995
Renault,Grand Modus,75_6,14932.244672536872,15523.532932277678,16140.273180556316,16782.943359469842,17452.202570032525
Renault,Grand Scenic,75_7,23954.94756518833,24843.86195163183,25789.11796838228,26786.733764197197,27834.438868720827
Renault,Kadjar,75_8,21179.71942056,21968.7727843824,22806.828906657694,23690.615710554004,24618.29989231716
Renault,Kangoo,75_9,16094.262673400648,16736.71096222622,17405.25384803795,18100.81611508535,18824.39523887688
Renault,Koleos,75_10,26953.206463568997,27847.033836498296,28831.904570028804,29894.873318879363,31027.453047869123
Renault,Laguna,75_11,24315.085329481815,25285.118831964766,26294.72464775593,27345.25437742497,28438.183073153137
Renault,Megane,75_12,18409.01160547273,19125.91253378931,19877.32736000925,20662.88528181748,21482.726072275684
Renault,Modus,75_13,14247.202055128331,14813.08499164444,15402.804789327896,16016.954459513388,16656.258872922586
Renault,Scenic,75_14,21586.18531005541,22350.51685303879,23175.156418567152,24053.595899294607,24981.74299205573
Renault,Twingo,75_18,10508.113523418517,10909.12484239296,11331.970580715071,11775.78592518215,12240.192927056369
Renault,Vel Satis,75_20,37535.12058157328,39035.405219122214,40596.0372978873,42219.32989880293,43907.71887105514
Renault,Wind,75_21,17464.899750433266,18141.55176372213,18851.85305056109,19595.174623986582,20371.454824928187
Renault,Zoe,75_22,26407.041904319995,27350.679032812797,28365.85501074931,29445.29338281608,30584.46803827449
Rolls Royce,Dawn,77_2,299028.09004992,309781.12649191683,321326.71053959354,333587.8162527773,346516.9550070084
Rolls Royce,Ghost,77_3,236985.6832837933,244578.7145546553,253041.38589449873,262238.7072606387,272081.2217023163
Rolls Royce,Phantom,77_4,348183.0361369731,360570.6034307676,373915.5996618192,388117.7441139666,403114.31820449745
Rolls Royce,Silver Seraph,77_5,326744.3118767483,339810.96166551823,353401.21425172896,367535.7327055111,382236.09093233064
Rolls Royce,Wraith,77_6,272161.53419864,282214.63649874076,292919.87061119906,304228.3194924031,316111.6101118285
Rover,25,78_1,14001.091051123993,14560.622220320194,15142.688378138871,15748.144801568536,16377.894815444151
Rover,45,78_2,24498.06787606863,25480.01272279181,26500.62872387979,27561.64471735839,28664.804097219116
Rover,600,78_8,35057.30337385324,36459.476728443915,37917.77265132726,39434.425355002255,41011.76162753768
Rover,75,78_3,28982.872553611214,30140.77199172288,31345.412046568847,32598.53495105553,33901.99084493451
Rover,City Rover,78_5,11283.830393228413,11734.767428780677,12203.866799808096,12691.817543513753,13199.347495453634
Rover,Mini,78_6,16405.58836691566,17061.51573264786,17743.76904369267,18453.37468265761,19191.408084015977
Rover,Streetwise,78_7,20032.64050354011,20834.85117548795,21668.878758771833,22536.07738450776,23437.83091265761
Seat,Alhambra,79_1,27088.173240074862,28079.8688520524,29138.78168379668,30259.335605512075,31438.210887787027
Seat,Altea,79_2,23191.221842853472,24153.76438469275,25144.340527768058,26167.2120462601,27225.869056277428
Seat,Arona,79_4,17864.36199872,18469.0859266688,19130.95397733555,19842.365365948972,20598.381241250932
Seat,Arosa,79_5,10913.486006866768,11349.601603731597,11803.288977493969,12275.212853322904,12766.075989166246
Seat,Ateca,79_6,20089.27438864,20798.4908661856,21564.38235223302,22380.723942302346,23243.58930718044
Seat,Cordoba,79_7,16935.557128911973,17612.104694904527,18315.97657928596,19048.18703006707,19809.814482596532
Seat,Exeo,79_8,25409.17549711654,26412.546418343227,27459.951006016378,28551.980957914624,29689.602534391524
Seat,Ibiza,79_9,13174.083104263873,13767.881742802309,14365.38173257192,14972.74630591506,15594.580670979847
Seat,Leon,79_10,19223.42491651602,19829.184641561216,20508.127937092853,21248.496191485,22042.4662349803
Seat,Mii,79_11,11196.828776212998,11721.9355353491,12244.87648242437,12772.51600968426,13309.90777764567
Seat,Toledo,79_12,17666.225452800023,18379.664787072015,19119.604599866892,19887.716038779963,20685.55375877404
Skoda,Citigo,80_1,8869.394717468998,9146.1586382283,9457.396676199807,9797.466727957466,10162.60732637253
Skoda,Fabia,80_2,11165.939335654835,11575.615003374383,12012.766269514708,12475.16558649904,12961.494276301622
Skoda,Felicia,80_11,12170.710411779615,12657.375498213369,13163.556187115704,13690.018402881991,14237.563116794434
Skoda,Karoq,80_3,22587.375697279997,23351.9776771712,24188.831650658045,25088.32732316437,26044.220100626942
Skoda,Kodiaq,80_4,23876.27696248,24719.5782979792,25630.136609798366,26600.584700120304,27626.27792627612
Skoda,Octavia,80_5,18366.141812813436,19067.235844969404,19806.43913051858,20582.256391964605,21394.03843500089
Skoda,Rapid,80_6,15094.33180193,15630.349967591,16208.135391803298,16823.260805331494,17472.951236044
Skoda,Roomster,80_8,11494.160844622347,11918.699817526718,12370.78858761142,12848.358675284424,13350.210003213782
Skoda,Superb,80_9,21470.751649035916,22280.16912617794,23136.78707905147,24038.04639369202,24982.61973147465
Skoda,Yeti,80_10,18966.19735352016,19683.84065795371,20442.491071476783,21240.0984653793,22075.637829724885
Saab,9-3,81_1,28908.50041845685,30066.13416951973,31269.685150327736,32521.1064861599,33822.39449647964
Saab,9-5,81_3,36404.31517472544,37874.08632158786,39398.56875236277,40981.17478699525,42625.08607765164
Smart,Roadster,84_3,19588.431995715844,20371.474514308695,21185.987162015997,22033.184215491103,22914.341881006876
Smart,forfour,84_1,12120.177582308996,12697.302419616297,13269.816930211407,13845.845297087184,14431.344091737796
Smart,fortwo,84_2,11542.161807125754,12091.903152988029,12637.21769061162,13185.853286288931,13743.490239377485
Ssangyong,Korando,85_1,16878.395864088,17468.803525341602,18108.24594503832,18791.058977917994,19513.63957358941
Ssangyong,Kyron,85_3,17729.01171000502,18421.383661615873,19146.48704632797,19904.120154954304,20694.52649989373
Ssangyong,Musso,85_4,38788.1787904542,40339.617485186216,41953.14026477336,43631.222531490086,45376.44109203774
Ssangyong,Rexton,85_5,28271.272329490566,29549.880213696197,30835.30531596225,32141.11845420349,33477.44384029355
Ssangyong,Rodius,85_6,20040.596197155926,20840.501537203367,21672.918643204343,22538.99332009151,23439.963604706463
Ssangyong,Tivoli,85_7,14392.808053919998,14907.5109660768,15461.104817719872,16049.654399528668,16670.714347879813
Ssangyong,Tivoli XLV,85_8,18405.16669,19120.122282999997,19870.0514221,20654.440452429997,21473.328951939395
Ssangyong,Turismo,85_9,19889.51662112,20545.298434783996,21269.251176348796,22051.519786324156,22885.629571822108
Subaru,BRZ,86_1,26335.796785209,27278.9076971919,28292.839333481752,29370.495636702548,30507.475373087716
Subaru,Forester,86_2,30911.58053914496,32575.15904940147,34177.14611346103,35753.518449457915,37330.15973145715
Subaru,Impreza,86_3,20194.843850588095,20976.41331270447,21797.11284087764,22656.14745147824,23553.39841741322
Subaru,Justy,86_4,13822.813189289693,14373.974133379048,14947.706990276643,15544.756993981417,16165.946480606266
Subaru,Legacy,86_5,28223.462083317827,29348.833418137077,30520.28975090313,31739.353438167655,33007.704043754246
Subaru,Levorg,86_6,31929.81243002,33096.3471350108,34342.74056586424,35662.2278703159,37050.76136240051
Subaru,Outback,86_7,31401.966881604407,32497.773617123086,33685.49420398616,34954.38072167031,36297.58267520442
Subaru,XV,86_11,23819.81627325165,24681.88079487296,25605.646336151745,26585.41540623652,27617.71227413308
Suzuki,Alto,87_1,8664.76147710312,8998.450222800766,9349.357032342265,9717.009474076578,10101.26456534808
Suzuki,Baleno,87_2,13176.951422982496,13625.683800887746,14115.869177613422,14642.114562001076,15200.9265765793
Suzuki,Celerio,87_3,8687.263829999998,9062.199253799998,9443.898633372,9835.10256530088,10237.920258528717
Suzuki,Grand Vitara,87_4,18714.669136818375,19445.638797976917,20211.13237687606,21010.945290837142,21845.340435690865
Suzuki,Ignis,87_5,11921.6439258408,12471.064070707438,13020.69470501884,13577.074143257769,14145.043264014805
Suzuki,Jimny,87_6,13521.3689249255,14006.966862687532,14528.56576373054,15082.63255285462,15666.9847659712
Suzuki,Kizashi,87_7,27059.011832524557,28106.724698855345,29206.74036193042,30358.032648992237,31560.469825761153
Suzuki,Liana,87_8,15670.569855090434,16295.509221749457,16946.01119133822,17622.9287594949,18327.1998942269
Suzuki,SX4,87_11,12581.273889999871,13033.717235176598,13519.500597287371,14035.384892071466,14579.373277379143
Suzuki,SX4 S-Cross,87_12,18392.722165072,19183.494145074877,19989.37807625787,20815.93411507419,21667.45812071336
Suzuki,Splash,87_9,11571.280550772111,12018.383290660857,12488.094684787797,12979.901715929658,13493.696055192093
Suzuki,Swift,87_10,12512.329682977852,13074.341953477777,13640.378989843455,14216.13850019579,14805.88508573464
Suzuki,Vitara,87_13,16868.065242529,17568.74049321478,18289.656961632605,19033.960034180374,19804.220191405315
Suzuki,Wagon R,87_14,13068.332559894194,13590.169710541692,14133.149192739573,14698.036046092504,15285.650107886548
Tvr,Cerbera,88_1,65333.64239418416,67939.18309882918,70651.2869289967,73473.51396050662,76409.77740697193
Tvr,Tuscan,88_4,63346.55362006664,65872.86714238183,68502.49779233587,71238.89887901045,74085.86565665767
Tesla,Model S,90_1,69554.10813404,72368.8077861416,75286.33482630526,78313.73052946007,81457.43936771029
Tesla,Model X,90_2,81543.29397904,84593.69452020159,87829.51044840965,91239.13856952604,94816.21750453308
Toyota,AYGO,92_6,9849.375312149665,10208.725224642369,10592.836663632765,10999.583831181362,11427.69077513092
Toyota,Auris,92_3,20329.001726725495,21354.73983910785,22357.73406299149,23356.206666734684,24363.369202260543
Toyota,Avensis,92_4,20192.272299983622,20941.763598916536,21738.694427726696,22579.72440423321,23462.95091998075
Toyota,Avensis Verso,92_5,31623.34277601054,32886.99756823205,34201.58222778809,35569.018846678344,36991.34093139059
Toyota,C-HR,92_8,23241.735938720005,24058.227038268808,24941.331283199557,25883.52714890754,26880.04806492984
Toyota,Camry,92_9,35909.02560303032,37344.455472416565,38837.581882998755,40390.62889249857,42005.93466212442
Toyota,Celica,92_10,28299.393238117125,29429.476654036236,30605.331100673782,31828.617111034004,33101.11273190865
Toyota,Corolla,92_11,22345.080508748084,23241.88428465237,24173.66004492651,25142.07671894521,26148.78897825816
Toyota,GT86,92_17,25908.182843318995,26732.825590323297,27653.959417226302,28656.392356218417,29730.04024407929
Toyota,Land Cruiser,92_21,35032.11403186295,36180.44793310086,37450.600388399274,38824.67858051731,40290.90364734545
Toyota,Land Cruiser Amazon,92_22,79174.17043467672,82340.5930659895,85633.83585837706,89058.92264153573,92621.09289137369
Toyota,Land Cruiser Colorado,92_23,45656.78359249293,47482.76042156532,49381.8646781888,51356.99495314896,53411.17373275774
Toyota,MR2,92_25,29159.421564156644,30323.681556597345,31535.14700977334,32795.51562380274,34106.61016230178
Toyota,Picnic,92_27,33071.55108018486,34394.16546242463,35769.75871824428,37200.42771309991,38688.35987391201
Toyota,Previa,92_29,35667.40255048949,37092.909119792384,38575.7928116824,40118.24165311853,41722.56330952145
Toyota,Prius,92_30,25960.113771634264,26948.405351606387,27991.262486045365,29086.357629749487,30232.623185923083
Toyota,RAV4,92_34,25699.219597090338,26605.46201236323,27584.47203483026,28628.204995604225,29731.581050994915
Toyota,Starlet,92_36,17061.151728308236,17743.514240654935,18453.196320531195,19191.28323052749,19958.90589977111
Toyota,Urbancruiser,92_39,21746.71517209101,22612.08009077608,23513.410712668127,24451.74033395755,25428.26518226375
Toyota,Verso,92_40,20455.02161479492,21229.711942439644,22048.44304427428,22909.060602941183,23810.49891288599
Toyota,Yaris,92_44,13256.863693411924,13773.073833388347,14314.151701291845,14879.82620954109,15470.195166061036
Toyota,iQ,92_20,13377.808865142826,13899.219754117852,14445.597518341086,15016.707700915693,15612.676406240991
Vauxhall,ADAM,94_1,14080.937276949997,14645.202141864997,15231.729389225497,15841.501977974647,16475.514446319725
Vauxhall,Agila,94_2,10866.393104863311,11295.699391200807,11743.782760348911,12210.912846212925,12697.514502876476
Vauxhall,Ampera,94_3,39545.104005668145,40983.66919437319,42522.74868208294,44153.47153332064,45870.47942742152
Vauxhall,Antara,94_4,22770.92327411517,23627.977712066015,24535.44907543902,25490.51361687983,26491.686766451312
Vauxhall,Astra,94_5,18025.520631707208,18786.294657363047,19565.57368392885,20367.675699475905,21196.018075187872
Vauxhall,Cascada,94_7,29534.619309964495,30695.19514759275,31908.43669915723,33174.57778908606,34494.42343602328
Vauxhall,Combo Tour,94_8,20091.336606572,21141.2055578612,22159.20462109407,23166.218394580737,24177.31904241399
Vauxhall,Corsa,94_9,11284.984464763307,11783.644517334316,12288.07276981402,12802.753410857014,13331.0739584666
Vauxhall,Crossland X,94_10,18123.423656959996,18752.6279312384,19435.720178087937,20166.239975931458,20940.05326847271
Vauxhall,Frontera,94_11,34144.761955777154,35510.47749207222,36930.84413239989,38408.04117614724,39944.33711810908
Vauxhall,Grandland X,94_12,24156.24714576,24973.9567655904,25868.936850014015,26830.909593674576,27853.19666618356
Vauxhall,Insignia,94_13,18870.486562264243,19552.96882669857,20284.451541127142,21060.38437572467,21877.988091820363
Vauxhall,Meriva,94_14,15113.417710546037,15694.809525523026,16306.40048113255,16947.315502589874,17617.269424241884
Vauxhall,Mokka,94_15,19424.680980074896,20182.792974052427,20976.8920213567,21806.71883205049,22672.513376220173
Vauxhall,Monaro,94_17,49118.635551263666,51080.859989667064,53122.329700700735,55245.98760674166,57454.96241362037
Vauxhall,Omega,94_19,34387.101403361165,35762.08774485931,37192.22285440827,38679.66788841281,40226.68388782907
Vauxhall,Signum,94_20,28945.37617728737,30100.31769468544,31302.318931687463,32553.00365940519,33854.138185096555
Vauxhall,Tigra,94_21,21860.008898081676,22732.396755029786,23640.28387594836,24584.909106488467,25567.61518359953
Vauxhall,VX220,94_25,45216.5214411085,47024.59050975568,48905.1598778479,50861.0762963532,52895.316364581304
Vauxhall,VXR8,94_26,58771.93243516312,60968.753381478185,63299.66407097329,65756.1630217774,68333.56821422413
Vauxhall,Vectra,94_22,23475.581176706677,24412.99139718268,25388.3819344554,26403.126828803404,27458.698633834392
Vauxhall,Viva,94_23,10241.2805,10631.227742,11042.68406708,11474.7364805432,11926.967475310928
Vauxhall,Vivaro,94_24,38275.937745295,40751.44081620251,43042.6243416176,45227.1174402192,47360.15382528379
Vauxhall,Zafira,94_27,21035.72675008167,21895.35260535157,22783.904459252277,23704.177062403018,24658.58564224559
Volkswagen,Arteon,95_2,33745.675323040006,34893.04521396161,36147.04703712007,37493.72492882487,38924.031133131866
Volkswagen,Beetle,95_3,18830.84683666521,19579.970399387246,20360.291997841538,21172.689625490355,22018.187373924586
Volkswagen,Bora,95_4,23312.824288767024,24244.2049583572,25213.18054531914,26221.15293917126,27269.61067716566
Volkswagen,CC,95_12,28486.8982056373,29540.804137275263,30662.537305155005,31847.109499033315,33091.643370165126
Volkswagen,Caddy Life,95_6,21800.132628,22541.4240396,23351.58127572,24221.594718924,25145.6236422036
Volkswagen,Caddy Maxi Life,95_8,24144.128949414313,25147.87394459002,26180.374788413013,27246.19990017711,28349.074980343496
Volkswagen,California,95_9,44150.08614065214,45897.63068415122,47720.61468002836,49620.39440518725,51598.87877796518
Volkswagen,Caravelle,95_11,42165.69453333471,43851.56399173301,45605.095725347775,47428.927976123494,49325.82499040171
Volkswagen,E-Golf,95_36,32039.937599999997,32895.940704,33913.86225216,35061.8754862464,36318.37162649626
Volkswagen,Eos,95_13,32994.632744540344,34335.61624763155,35723.87963285353,37163.22193288937,38657.02179051013
Volkswagen,Fox,95_14,10359.935284398627,10773.455852899782,11203.78029700342,11651.501855874909,12117.261173003852
Volkswagen,Golf,95_15,19153.947798202873,19841.42310674201,20580.00220863941,21364.647821324383,22192.24560121494
Volkswagen,Jetta,95_18,21128.11792600936,21916.22692401455,22752.96499765051,23635.14589522929,24560.995339409394
Volkswagen,Lupo,95_19,13830.57100198518,14383.522415234736,14958.67331306323,15556.887246439132,16179.06963689406
Volkswagen,Passat,95_20,23609.218109399368,24487.012616982756,25419.89116990726,26404.065450475184,27437.393112134338
Volkswagen,Phaeton,95_21,63897.793973868655,66386.06100437151,68994.15213463006,71720.77230307384,74566.4010533378
Volkswagen,Polo,95_22,12721.204414825685,13202.669468105978,13711.608060511306,14246.654652508518,14807.128427312591
Volkswagen,Scirocco,95_23,23310.93170004461,24157.763493096827,25064.150200356,26024.76952564495,27036.39762876305
Volkswagen,Sharan,95_24,29791.51895457234,30944.374114255035,32154.985159875097,33422.16982300501,34745.74629563965
Volkswagen,T-Roc,95_25,20482.79204688,21176.1520707552,21935.03199298541,22750.716960284823,23617.54422000222
Volkswagen,Tiguan,95_26,24901.968910388165,25824.45828447811,26805.924048229335,27842.102212818976,28930.54514319406
Volkswagen,Touareg,95_28,39911.56803432004,41311.54632720482,42826.4690803514,44443.250473606335,46153.586333579195
Volkswagen,Touran,95_29,24795.30990098763,25817.32121398094,26871.15330440784,27960.79690589152,29089.58701064234
Volkswagen,up!,95_33,9881.09897261,10247.356601147,10636.9604339357,11048.2355494131,11480.222660073608
Volvo,C30,96_1,19521.304177388614,20288.26597703916,21090.073358909227,21926.870013217547,22799.180417712618
Volvo,C70,96_2,40564.0657527342,42201.68226330855,43900.28727016638,45663.67516240088,47495.3856498964
Volvo,S40,96_3,23346.02860920252,24280.030004316384,25251.343380011076,26261.475638076943,27311.98962960582
Volvo,S60,96_4,23709.987602588728,24560.21853973211,25473.909284449277,26444.763058016768,27468.8817618701
Volvo,S70,96_19,40918.56342467671,42555.081280669365,44257.12725520005,46027.302251720794,47868.31727620854
Volvo,S80,96_5,36159.726778927456,37597.42375533613,39095.23623922568,40654.786562367975,42277.99663636398
Volvo,S90,96_6,37171.235524,38520.97343896,39965.8343223184,41497.28305727114,43110.145133003985
Volvo,V40,96_7,21392.349551379462,22111.90676596562,22901.087299375933,23750.42377529115,24653.74581506093
Volvo,V50,96_9,26313.073574535934,27367.228204506544,28463.059513579225,29602.38142074709,30787.036346214256
Volvo,V60,96_10,25785.235018248448,26769.415864274713,27807.132510553132,28896.275819170456,30035.927457673915
Volvo,V70,96_12,29954.4709250593,31090.27689342359,32290.226961113876,33551.273333925776,34871.93037333994
Volvo,V90,96_14,39357.81594,40781.5714716,42307.444356264,43925.96914857456,45631.366827159545
Volvo,XC40,96_20,29901.4871888,30913.678096352,32021.51721420608,33212.282298574326,34477.7066675773
Volvo,XC60,96_16,35480.909364718624,36837.700784576635,38267.4973476482,39767.599213736066,41336.88456281288
Volvo,XC70,96_17,38812.6115109039,40308.53340520445,41881.26694511769,43528.79216551595,45250.53603195207
Volvo,XC90,96_18,52184.946614792134,54432.51008917049,56721.92641958798,59069.284625166976,61486.992814330486
